,Close
0,100.0
1,100.14250758919268
2,100.04994741440385
3,100.03138868716997
4,100.00485376939992
5,100.06207359706865
6,100.06429696120111
7,100.05098275206525
8,100.14510905595458
9,100.1723737475975
10,100.05743065721151
11,100.02182349923416
12,99.95437510986544
13,99.9598474794656
14,99.77332417117411
15,99.82877229606198
16,100.02205135159976
17,100.0034746090968
18,100.03691181027017
19,100.15553574385976
20,100.04634205865327
21,99.91696448739988
22,99.88181214885523
23,99.89919321703894
24,99.82144286339751
25,99.87543907517758
26,99.82267660843613
27,99.86832417071162
28,99.84648250037618
29,99.80581191835589
30,99.71979505914572
31,99.55612762481397
32,99.42029283207322
33,99.39268950219045
34,99.34430408228921
35,99.36598823250023
36,99.25524511035856
37,99.02690398374106
38,99.24869526812205
39,99.40009240772132
40,99.3400492342951
41,99.22461074780865
42,99.02498488231248
43,99.11664146846232
44,99.10538584486507
45,99.13284641607547
46,99.07365584558534
47,98.96753777404489
48,98.95496085755315
49,98.7112323451873
50,98.79193049547848
51,98.79039808910046
52,99.02718119010768
53,99.1040086577968
54,99.18632962885042
55,99.12221465150355
56,99.08151042911203
57,99.21151881670417
58,99.20510452105661
59,99.24533012724905
60,99.19225475395605
61,99.26063566626745
62,99.23918333650008
63,99.23868433892278
64,99.22314123809085
65,99.21698124382088
66,99.21641623162941
67,99.16834891050648
68,99.27572186130338
69,99.16990125645397
70,99.2241094549358
71,98.99377613236368
72,99.08040860353118
73,99.04705506555356
74,99.02553741414273
75,98.98916994865597
76,98.97399679637589
77,98.90084043609147
78,99.04706237816524
79,98.90423477426091
80,98.89392548401104
81,98.9542515794666
82,98.94859363541806
83,99.07646108353437
84,99.05393822672387
85,99.07703380064154
86,98.98426741729776
87,99.08935963594305
88,99.18179090577044
89,99.25152714434525
90,99.39928164494737
91,99.4535101331084
92,99.49495164504808
93,99.46032598537035
94,99.35093857730467
95,99.44620721663368
96,99.36514449559202
97,99.2362389139752
98,99.27817877255355
99,99.22243757719421
100,99.26547551031955
101,99.16865181832344
102,99.11193515488964
103,99.21920858205009
104,99.15908367426252
105,99.2690319032798
106,99.37646729210854
107,99.34840399727906
108,99.32341167661858
109,99.38951755895512
110,99.43548068452893
111,99.38887044163782
112,99.46565843502336
113,99.4243968755851
114,99.58489266545214
115,99.54862658023977
116,99.36640035422684
117,99.47642886088272
118,99.58789610348806
119,99.62591343094802
120,99.58249308041383
121,99.71787495672292
122,99.74848024121295
123,99.87957443761191
124,99.97029810518944
125,99.91337265431793
126,99.93360408544966
127,99.7843067126598
128,99.93137542513217
129,99.96394683157826
130,99.99065052709717
131,99.77111901907165
132,99.79498322672562
133,99.72626947767984
134,99.79412520182925
135,99.82171476344911
136,99.78513091883704
137,99.75905093313222
138,99.87280022850724
139,100.0480385852311
140,100.20305101642558
141,100.33042030231738
142,100.3894557366223
143,100.4942187327039
144,100.55253532778362
145,100.2950193931403
146,100.24899259834325
147,100.25181198437959
148,100.19749787962297
149,100.08401334313363
150,99.93475837859947
151,100.10268564097751
152,100.033377989805
153,99.88560724035939
154,99.92113931876906
155,99.87470292032464
156,99.8049589070376
157,99.69630148905412
158,99.7762489981174
159,99.59858547617031
160,99.55047606958146
161,99.51794464138243
162,99.4511740015594
163,99.64127406726647
164,99.47931776434284
165,99.50908417980338
166,99.54130578744173
167,99.47358279669126
168,99.35123009699622
169,99.32944894916308
170,99.46976120609604
171,99.4124319649589
172,99.43742810918374
173,99.40694377736008
174,99.28482804043664
175,99.39648773000089
176,99.58016441793623
177,99.63911799211519
178,99.64561203926907
179,99.39903348548745
180,99.46639358929691
181,99.40610901422869
182,99.53348756067426
183,99.61575085529523
184,99.50506232482327
185,99.5128574827668
186,99.54108181603283
187,99.52294733176275
188,99.47713470376823
189,99.50342775335311
190,99.71277055900036
191,99.75900513406586
192,99.76340887786752
193,99.76056900221396
194,99.74981931463087
195,99.7836607170069
196,99.81104890250208
197,99.70205533367053
198,99.85206048918636
199,99.76905387529763
200,99.85215537991778
201,99.93058237998932
202,99.85403494652708
203,100.00900505827369
204,99.86584209304378
205,99.8133013606953
206,99.763979424998
207,99.59726213440877
208,99.52022647851855
209,99.66929007195287
210,99.83125305031913
211,99.71689953855483
212,99.72900807197557
213,99.64491171703101
214,99.70952413433278
215,99.65178881755304
216,99.54091908572134
217,99.53102133818074
218,99.60803386358398
219,99.8508382638608
220,100.0642568172722
221,100.26261454167631
222,100.28751805408874
223,100.12730693103744
224,100.08992479526806
225,100.05724323365743
226,100.07411059688714
227,99.99883012848618
228,100.05606845640227
229,99.99200183816514
230,99.9656454574085
231,100.18805805338553
232,100.19376795084487
233,100.16896533125154
234,100.15381049846248
235,100.09188120146307
236,100.11642820569455
237,99.99449345685957
238,100.12860810639816
239,100.13466352925474
240,100.11982574972218
241,100.28192909706863
242,100.18383853818409
243,100.08969636845688
244,99.95825951567646
245,99.95902343795868
246,100.07254500686112
247,100.00992534506751
248,99.95704494678893
249,100.03750993993181
250,100.19148537547564
251,100.23238195989626
252,100.35314585535673
253,100.36079196674821
254,100.26434235499484
255,100.347597365757
256,100.29103189809099
257,100.32891267215862
258,100.37177176563512
259,100.56070605892356
260,100.635053802918
261,100.58179619602478
262,100.65469207480487
263,100.74504483774973
264,100.59737103378525
265,100.68169047481967
266,100.8528916113519
267,100.6960127557938
268,100.58473750772568
269,100.61591530898764
270,100.89421739199452
271,100.90978319721712
272,100.86915237080858
273,100.76721889001703
274,100.72314221475584
275,100.75972421539944
276,100.81842181225696
277,100.84591656618076
278,100.6797726636774
279,100.56956169333023
280,100.69577740011266
281,100.71320424110965
282,100.78195520531594
283,100.93141426062309
284,100.92823703309159
285,100.99893130192974
286,101.04212968864587
287,101.06404534708557
288,100.9907689698996
289,101.0131171166816
290,100.93459282779853
291,101.04143234693063
292,101.14010620880876
293,101.24037747160548
